score,gc_multi,rsi,macd_buy_like,vol_surge,vol_quiet,vol_down,hurst,close,close_adj,adv20,adv20_m,hh252,pct_of_52w_high,max_dd_252,dev200,atr14,natr14,pullback_20d,pullback_60d,adx14,plus_di14,minus_di14,skip_reason,sell_score,sell_reason,sell_trend_break,sell_cross_sma25_down,sell_macd_sell_like,sell_rsi_reversal,sell_trailing_stop,sell_ext_dev200,sell_di_bear,sell_vol_distribution,sell_natr_spike,ticker,price_date,bar_is_current,skip_reason_yahoo,mkt_price,pe_ttm,pbr,eps_ttm,bps,market_cap,earn_ts,earn_start_ts,earn_end_ts,market_risk_on,market_close,market_ma200,fund_ok,earn_ts_pick,next_earn_date,days_to_earnings
1,False,14.035087719298247,False,True,False,False,0.4085508009602162,659.0,659.0,410463610.0,410.46361,834.4544067382812,0.7897375754487317,-0.2102624245512683,-0.09679261839012299,19.065627128763445,2.8931148905559096,-0.17211055276381915,-0.17211055276381915,32.37514810158566,11.379983893725434,44.661983562340296,,6,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution;natr_spike,True,False,True,False,True,False,True,True,True,4996.T,2026-09-14,True,,659.0,11.583758,0.5150606,56.89,1279.461,79390867456.0,,1749189600.0,1749189600.0,True,,,True,1749189600.0,2025-06-06,-331.0
1,False,46.015625,False,True,False,False,0.5454277159046151,2197.0,2197.0,204862085.0,204.862085,4730.0,0.46448202959830864,-0.6556025369978858,-0.1371980733244187,136.4800343160142,6.212108981156769,-0.13673870333988214,-0.13673870333988214,34.56223023379921,21.749727933534686,29.084039392077166,fund_small_mcap,6,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;di_bear;natr_spike,True,True,True,False,True,False,True,False,True,9556.T,2026-09-14,True,,2197.0,44.946808,3.2721598,48.88,671.422,20688173056.0,,1749812340.0,1749812340.0,True,,,False,1749812340.0,2025-06-13,-326.0
0,False,19.847328244274806,False,True,False,False,0.45557151880163377,202.0,202.0,179391425.0,179.391425,655.0,0.3083969465648855,-0.7296969696969697,-0.3505031992540433,14.875407380601171,7.36406305970355,-0.303448275862069,-0.303448275862069,24.897541497517192,10.890669881990481,43.853750270633185,"fund_low_adv20,fund_small_mcap",6,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution;natr_spike,True,False,True,False,True,False,True,True,True,3903.T,2026-09-14,True,,202.0,7.209136,0.509486,28.02,396.478,10888008704.0,,1749621600.0,1749621600.0,True,,,False,1749621600.0,2025-06-11,-328.0
0,False,7.3968705547653,False,True,False,False,0.33319315089699725,1391.0,1391.0,19089535.0,19.089535,2359.0,0.58965663416702,-0.5124149274126921,-0.2915578480699593,65.25589143983356,4.691293417673154,-0.3010050251256281,-0.41034336583298003,32.699090239268386,8.015445276218085,65.50966259964054,"fund_neg_eps,fund_low_adv20,fund_small_mcap",6,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution;natr_spike,True,False,True,False,True,False,True,True,True,6577.T,2026-09-14,True,,1391.0,-34.4221727295224,1.5590798,-40.41,892.193,2101639680.0,,1757399400.0,1757917800.0,True,,,False,1757399400.0,2025-09-09,-264.0
0,False,29.787234042553195,False,True,False,True,0.2424795768774773,462.0,462.0,11305795.0,11.305795,1310.0,0.3526717557251908,-0.6511450381679389,-0.08587257617728528,21.880502543117682,4.736039511497333,-0.1630434782608695,-0.1965217391304348,23.444028482969866,18.062200150830108,32.4168800406307,"fund_neg_eps,fund_low_adv20,fund_small_mcap",6,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;di_bear;vol_distribution,True,True,True,False,True,False,True,True,False,4378.T,2026-09-14,True,,462.0,-25.342841470104222,1.2391872,-18.23,372.825,1365584640.0,,1749812340.0,1749812340.0,True,,,False,1749812340.0,2025-06-13,-326.0
1,False,13.333333333333329,False,True,False,False,0.19361944273783585,592.0,592.0,3926910.0,3.92691,719.0,0.8233657858136301,-0.31108930323846906,-0.06679067421221052,11.436727019179028,1.9318795640505113,-0.08923076923076922,-0.08923076923076922,30.484143268867047,6.688566896720563,38.32671219580422,"fund_low_adv20,fund_small_mcap",6,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution;natr_spike,True,False,True,False,True,False,True,True,True,6034.T,2026-09-14,True,,592.0,59.677418,2.278176,9.92,259.857,3240140800.0,,1754982000.0,1755500400.0,True,,,False,1754982000.0,2025-08-12,-284.0
1,False,18.090452261306538,False,True,False,True,0.5664606522339511,5695.0,5695.0,5844249675.0,5844.249675,9315.0,0.6113794954374665,-0.3886205045625335,-0.05674132538434595,191.37602305710024,3.3604218271659394,-0.12059913526868438,-0.3886205045625335,33.30385480394882,13.806164656668809,37.55943342269017,,5,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution,True,False,True,False,True,False,True,True,False,5332.T,2026-09-14,True,,5695.0,23.432358,1.7478966,243.04,3258.202,936556953600.0,1793341800.0,1793341800.0,1793341800.0,True,,,True,1793341800.0,2026-10-30,34.0
1,False,28.44690966719493,False,True,False,True,0.4522873081162013,2314.0,2314.0,5667100942.5,5667.1009425,3200.0,0.723125,-0.276875,-0.0564535871283639,96.10038377054265,4.152998434336329,-0.14973360279257764,-0.276875,32.36567937940569,14.294608417214766,41.93244867519545,,5,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution,True,False,True,False,True,False,True,True,False,6113.T,2026-09-14,True,,2314.0,23.449533,1.3427079,98.68,1723.383,707417473024.0,1794465000.0,1794465000.0,1794465000.0,True,,,True,1794465000.0,2026-11-12,43.0
3,False,45.03105590062111,False,False,True,False,0.4986388211875752,6810.0,6810.0,940072100.0,940.0721,8682.7958984375,0.7843095795014005,-0.4057213758844014,0.08439138184589501,335.2764189900192,4.92329543303993,-0.08835341365461846,-0.08835341365461846,21.123448734390788,23.810995211554857,24.142018801094807,,5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;di_bear,True,True,True,False,True,False,True,False,False,7456.T,2026-09-14,True,,6810.0,10.51299,1.4038785,647.77,4850.847,175983378432.0,,1754550000.0,1754982000.0,True,,,True,1754550000.0,2025-08-07,-287.0
3,True,18.779342723004703,False,True,False,False,0.35585874733554285,3020.0,3020.0,438032075.0,438.032075,4000.0,0.755,-0.245,0.09521749496476906,163.01089454046436,5.397711739750475,-0.2236503856041131,-0.245,21.92864127880582,13.180378924640767,33.251153360178726,,5,macd_sell_like;trailing_stop;di_bear;vol_distribution;natr_spike,False,False,True,False,True,False,True,True,True,8065.T,2026-09-14,True,,3020.0,9.734713,0.7966721,310.23,3790.769,62541299712.0,,1753849800.0,1754281800.0,True,,,True,1753849800.0,2025-07-30,-293.0
