score,gc_multi,rsi,macd_buy_like,vol_surge,vol_quiet,vol_down,hurst,close,close_adj,adv20,adv20_m,hh252,pct_of_52w_high,max_dd_252,dev200,atr14,natr14,pullback_20d,pullback_60d,adx14,plus_di14,minus_di14,skip_reason,sell_score,sell_reason,sell_trend_break,sell_cross_sma25_down,sell_macd_sell_like,sell_rsi_reversal,sell_trailing_stop,sell_ext_dev200,sell_di_bear,sell_vol_distribution,sell_natr_spike,ticker,price_date,bar_is_current,skip_reason_yahoo,mkt_price,pe_ttm,pbr,eps_ttm,bps,market_cap,earn_ts,earn_start_ts,earn_end_ts,market_risk_on,market_close,market_ma200,fund_ok,earn_ts_pick,next_earn_date,days_to_earnings
1,False,18.442046515182426,False,True,False,True,0.32621820858357525,68000.0,68000.0,69603581750.0,69603.58175,87506.8203125,0.7770822863539297,-0.22291771364607027,-0.011054832207988863,1865.152649958342,2.7428715440563853,-0.138752562641552,-0.22291771364607027,29.16390166616854,12.147164834127057,38.16102482133625,,5,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution,True,False,True,False,True,False,True,True,False,9983.T,2026-09-03,True,,68000.0,43.706295,7.6475425,1555.84,8891.745,20865867579392.0,1791441000.0,1791441000.0,1791441000.0,True,,,True,1791441000.0,2026-10-08,25.0
4,True,54.24088365051072,False,False,True,False,0.43952996566234137,2158.0,2158.0,1585526870.0,1585.52687,3029.0,0.7124463519313304,-0.5213286671118371,0.14423369012931397,178.6224252695479,8.277220818792767,-0.28755364806866957,-0.28755364806866957,29.866594496925295,29.909547405029258,36.058672302442005,,5,cross_sma25_down;macd_sell_like;trailing_stop;di_bear;natr_spike,False,True,True,False,True,False,True,False,True,8237.T,2026-09-03,True,,2158.0,49.02317,4.19209,44.02,514.779,109497499648.0,,1752127200.0,1752472800.0,True,,,True,1752127200.0,2025-07-10,-300.0
4,True,37.69813921433494,False,True,False,False,0.5090236442850673,5029.0,5029.0,1317041315.0,1317.041315,6506.0,0.7729787888103289,-0.22825084537350138,0.08481329967350426,175.85086322877308,3.4967361946465116,-0.12157205240174673,-0.2270212111896711,22.91811310712285,17.648559882101512,28.871734184569302,,5,cross_sma25_down;macd_sell_like;trailing_stop;di_bear;vol_distribution,False,True,True,False,True,False,True,True,False,9072.T,2026-09-03,True,,5029.0,32.84781,2.4877431,153.1,2021.511,623759327232.0,1793946600.0,1793946600.0,1793946600.0,True,,,True,1793946600.0,2026-11-06,46.0
4,True,24.615384615384613,False,False,True,False,0.4613871905662622,2275.0,2275.0,468193395.0,468.193395,2638.0,0.8623957543593631,-0.27724425222075877,0.12463912286451895,91.4094108479246,4.017996081227455,-0.1376042456406369,-0.1376042456406369,36.63177429724914,24.903806956425285,29.119339393162356,,5,cross_sma25_down;macd_sell_like;trailing_stop;di_bear;natr_spike,False,True,True,False,True,False,True,False,True,3034.T,2026-09-03,True,,2275.0,11.523655,1.4382395,197.42,1581.795,85488967680.0,,1753943400.0,1754289000.0,True,,,True,1753943400.0,2025-07-31,-285.0
2,False,51.53846153846153,False,False,True,True,0.24659610788054406,2343.0,2343.0,359714970.0,359.71497,3900.0,0.6007692307692307,-0.6368421052631579,-0.08358789225215224,143.92261910073807,6.142664067466414,-0.15262206148282098,-0.16619217081850535,20.063935966822633,23.549374633429117,24.03071520506123,"fund_neg_eps,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;di_bear,True,True,True,False,True,False,True,False,False,4499.T,2026-09-03,True,,2343.0,-18.18111274928222,4.109308,-128.87,570.169,27048540160.0,,1754546400.0,1754892000.0,True,,,False,1754546400.0,2025-08-07,-280.0
3,False,35.665914221218955,False,True,False,True,0.6683157200528514,2185.0,2185.0,197105795.0,197.105795,3435.9111328125,0.6359303007384379,-0.40132328209658275,-0.14783726732918323,62.0912629934879,2.841705400159629,-0.08116063919259886,-0.08116063919259886,10.283481521849296,17.85848911910258,28.809621946015827,"fund_neg_eps,fund_low_adv20,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;vol_distribution,True,True,True,False,True,False,False,True,False,1871.T,2026-09-03,True,http_401,,,,,,,,,,True,,,False,,,
2,False,33.901515151515156,False,True,False,True,0.49903676965300076,2880.0,2880.0,143615580.0,143.61558,3440.0,0.8372093023255814,-0.17732558139534882,-0.027064047297163718,90.78209676412555,3.1521561376432485,-0.09576138147566715,-0.14157973174366612,11.283105557603347,18.985907777632743,28.968042970830293,fund_low_adv20,5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;vol_distribution,True,True,True,False,True,False,False,True,False,5013.T,2026-09-03,True,,2880.0,7.961739,0.7632882,361.73,3773.149,36905816064.0,,1754287200.0,1754632800.0,True,,,False,1754287200.0,2025-08-04,-283.0
4,False,37.755102040816325,False,True,False,True,0.4196742257365099,1020.0,1020.0,125305295.0,125.305295,1140.568603515625,0.8942907922031248,-0.18812424158814356,-0.007943567900212778,16.11755485064555,1.5801524363377992,-0.03041825095057038,-0.03041825095057038,20.354122745073507,20.978617249208664,21.476545319926334,fund_low_adv20,5,trend_break;cross_sma25_down;macd_sell_like;di_bear;vol_distribution,True,True,True,False,False,False,True,True,False,9470.T,2026-09-03,True,,1020.0,13.124035,0.79326195,77.72,1285.83,42456182784.0,,1754546400.0,1754978400.0,True,,,False,1754546400.0,2025-08-07,-280.0
2,False,27.89473684210526,False,False,True,False,0.45507841489020306,1003.0,1003.0,120676150.0,120.67615,1516.260498046875,0.6614958322082413,-0.3906060329407628,-0.01018299116810828,29.24955862419959,2.916207240697865,-0.09476534296028882,-0.09476534296028882,21.016091433591622,22.01605684650778,25.040760725841437,"fund_low_adv20,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;di_bear,True,True,True,False,True,False,True,False,False,6167.T,2026-09-03,True,,1003.0,34.838486,0.97099406,28.79,1032.962,19637379072.0,,1754978400.0,1755496800.0,True,,,False,1754978400.0,2025-08-12,-277.0
0,False,33.33333333333333,False,False,True,True,0.5169561118781808,214.0,214.0,37327920.0,37.32792,518.0,0.41312741312741313,-0.6474164133738602,-0.21941967135379614,7.698468374367701,3.597415128209206,-0.10084033613445376,-0.10084033613445376,20.836660344642638,18.763194690238773,26.14101534766832,"fund_neg_eps,fund_low_adv20,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;di_bear,True,True,True,False,True,False,True,False,False,7776.T,2026-09-03,True,,214.0,-7.386952019330342,3.7041526,-28.97,57.773,8436664320.0,,1754983800.0,1755502200.0,True,,,False,1754983800.0,2025-08-12,-277.0
