holding_days,trades,wins,losses,win_rate_pct,average_return_pct,median_return_pct,average_win_pct,average_loss_pct,profit_factor,best_return_pct,worst_return_pct,average_mfe_pct,median_mfe_pct,average_mae_pct,median_mae_pct
5,117,54,62,46.15384615384615,-0.18249289144539538,-0.24110910186859735,3.2804351655561454,-3.2015349554700503,0.8924323015210381,13.492057036677995,-12.139920500432112,3.036358783914226,1.9362112343573878,-3.3720973983956277,-2.5637089346024045
10,117,45,72,38.46153846153847,-1.1272263848225457,-1.6393442622950838,4.653324350602461,-4.740070594463175,0.6135621107676591,26.98412945494859,-14.38595930090717,4.2570219316115185,2.809917355371905,-4.983926098004571,-4.2152128783776055
20,114,37,76,32.45614035087719,-1.4264746038283855,-3.2662332418026185,9.686214281992278,-6.855368858817767,0.6878779319087465,43.49206003295125,-20.868744779122007,7.168378443088364,4.211320858567835,-7.573991357478871,-6.4533925569386525
40,102,35,67,34.31372549019608,-1.3327180896629693,-3.306706656379105,10.756071255166948,-7.647757299648747,0.7347046948333109,50.529901589704764,-24.817714302138285,9.142148983764988,5.2771613420932395,-10.151693498896565,-9.426042917348248
