holding_days,trades,wins,losses,win_rate_pct,average_return_pct,median_return_pct,average_win_pct,average_loss_pct,profit_factor,best_return_pct,worst_return_pct,average_mfe_pct,median_mfe_pct,average_mae_pct,median_mae_pct
5,185,85,100,45.94594594594595,-0.4287398016801728,-0.2731561956791695,2.8117429026537653,-3.1831501003640206,0.750822735937707,13.492057036677995,-14.479638009049777,2.887835929204407,1.9897304236200286,-3.4498328034975474,-2.622226385020232
10,183,74,109,40.43715846994536,-1.4232771796899446,-1.2099097368926448,3.8583314812881526,-5.0089564541154425,0.5229467907912669,26.98412945494859,-17.948717948717952,3.930423184566496,2.7188212594281724,-5.135260797972713,-4.028495361934736
20,168,54,113,32.142857142857146,-1.3199417049764175,-3.424724625197373,10.029910093045162,-6.755445588145812,0.7095097308100458,43.49206003295125,-20.868744779122007,6.774218627656446,3.914249196478836,-7.468518773652089,-6.4805888934067415
40,164,64,100,39.02439024390244,-0.816364487069729,-2.2785122383530143,9.017914706488199,-7.110303170946805,0.8117045466830525,50.529901589704764,-24.817714302138285,8.733077982227803,5.278174936878233,-9.80219887338437,-9.183136565300115
50,158,81,77,51.26582278481012,1.825956198729961,0.26890756302520025,11.513851758466235,-8.365206662810797,1.4478989481017146,56.94134461095515,-32.432432432432435,11.07027451095592,7.46135681497071,-10.228267382875046,-9.322626345030699
60,148,74,74,50.0,2.3452362301403737,-0.0617626841452279,13.054241481577522,-8.363769021296775,1.5608084642626232,49.7348542971868,-35.47297297297297,12.759003922373024,8.703850460055563,-10.371973927220868,-9.310576700495215
