holding_days,trades,wins,losses,win_rate_pct,average_return_pct,median_return_pct,average_win_pct,average_loss_pct,profit_factor,best_return_pct,worst_return_pct,average_mfe_pct,median_mfe_pct,average_mae_pct,median_mae_pct
5,128,61,66,47.65625,-0.283670502535624,-0.1253477282539328,3.207657230476565,-3.5148017482368243,0.8434765620341457,13.492057036677995,-14.479638009049777,3.1083662015984386,1.9680998092881263,-3.503266802258504,-2.6140025239352385
10,121,49,72,40.49586776859504,-0.9420335953055726,-1.4634146341463428,4.63875530555395,-4.740070486168303,0.6660092298774009,26.98412945494859,-14.38595930090717,4.351741788984783,2.8898348990466616,-4.85944124147381,-3.9783001808318286
20,117,38,78,32.47863247863248,-1.3375933445571266,-3.353658536585369,9.990303245618692,-6.87346082880377,0.7080961008131804,43.49206003295125,-20.868744779122007,7.223192725785127,4.204107830551984,-7.580112062094683,-6.4896755162241915
40,112,40,72,35.714285714285715,-1.284218815815075,-3.1285528288679973,10.409284221033422,-7.7806093918420185,0.7432497105452073,50.529901589704764,-24.817714302138285,9.140226606827266,5.2771613420932395,-10.326474160308303,-9.365915137935865
50,106,50,56,47.16981132075472,1.5248397745631372,-0.9935710339138704,12.778138225967961,-8.522748128476882,1.3386588240652757,56.94134461095515,-32.432432432432435,11.210220746739784,7.099969861362276,-10.907947508747107,-9.781693053404766
60,100,48,52,48.0,1.9679333667384318,-0.862954926587367,14.39024126710117,-9.498812387442559,1.398416885118275,49.7348542971868,-35.47297297297297,13.209389191038078,8.013566523382053,-11.278854378275243,-10.011358207189886
